accuracy,balanced_accuracy,macro_f1,recall_low,recall_medium,recall_high,brier_score,log_loss
0.3939393939393939,0.3672112191046722,0.32662596771235125,0.23214285714285715,0.7642276422764228,0.10526315789473684,0.6975824563849655,1.1741932628404905
