accuracy,balanced_accuracy,macro_f1,recall_low,recall_medium,recall_high,brier_score,log_loss
0.36363636363636365,0.33558489720235546,0.28332722966869306,0.21428571428571427,0.7398373983739838,0.05263157894736842,0.8465043628814776,1.6254364427380261
